Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"containsString(response1, boardNameVar1, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:23,2022-02-15 18:23:23,0.016s,PASSED
"response2 = sendRequest(findTestObject(""Trello/List/Create a new list"", [""urlList"":url_List, ""nameofList"":nameofListVar, ""idBoard"":idBoardMovedFrom]))",,,,2022-02-15 18:23:23,2022-02-15 18:23:25,1.550s,PASSED
"verifyResponseStatusCode(response2, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:25,2022-02-15 18:23:25,0.000s,PASSED
"containsString(response2, nameofListVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:25,2022-02-15 18:23:25,0.000s,PASSED
"listIdVar = getElementPropertyValue(response2, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:25,2022-02-15 18:23:25,0.015s,PASSED
"response4 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar2]))",,,,2022-02-15 18:23:25,2022-02-15 18:23:26,0.928s,PASSED
"verifyResponseStatusCode(response4, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:26,2022-02-15 18:23:26,0.000s,PASSED
"idBoardMovedToVar = getElementPropertyValue(response4, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:26,2022-02-15 18:23:26,0.019s,PASSED
"containsString(response4, boardNameVar2, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:26,2022-02-15 18:23:26,0.000s,PASSED
"response5 = sendRequest(findTestObject(""Object Repository/Trello/Move List to Board"", [""urlList"":url_List, ""idList"":listIdVar, ""idBoardMovedTo"":idBoardMovedToVar]))",,,,2022-02-15 18:23:26,2022-02-15 18:23:27,1.032s,PASSED
"verifyResponseStatusCode(response5, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:27,2022-02-15 18:23:27,0.001s,PASSED
"containsString(response5, nameofListVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:27,2022-02-15 18:23:27,0.000s,PASSED
,,,,,,,
Test Cases/Trello Api Automation/TC15 Move all Cards in List to different Board,,,,2022-02-15 18:23:27,2022-02-15 18:23:36,8.920s,PASSED
"boardNameVar = ""List from which cards are moved""",,,,2022-02-15 18:23:27,2022-02-15 18:23:27,0.000s,PASSED
"nameofListVar = ""My List""",,,,2022-02-15 18:23:27,2022-02-15 18:23:27,0.000s,PASSED
"cardNameVar = [""Card1"", ""Card2"", ""Card3""]",,,,2022-02-15 18:23:27,2022-02-15 18:23:27,0.000s,PASSED
"nameofListVar1 = ""List to which cards are moved""",,,,2022-02-15 18:23:27,2022-02-15 18:23:27,0.000s,PASSED
"boardNameVar2 = ""List to which cards are moved""",,,,2022-02-15 18:23:27,2022-02-15 18:23:27,0.000s,PASSED
"response1 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar]))",,,,2022-02-15 18:23:27,2022-02-15 18:23:29,1.537s,PASSED
"verifyResponseStatusCode(response1, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:29,2022-02-15 18:23:29,0.000s,PASSED
"idBoardVar = getElementPropertyValue(response1, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:29,2022-02-15 18:23:29,0.016s,PASSED
"containsString(response1, boardNameVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:29,2022-02-15 18:23:29,0.000s,PASSED
"response2 = sendRequest(findTestObject(""Trello/List/Create a new list"", [""urlList"":url_List, ""nameofList"":nameofListVar, ""idBoard"":idBoardVar]))",,,,2022-02-15 18:23:29,2022-02-15 18:23:29,0.761s,PASSED
"verifyResponseStatusCode(response2, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:29,2022-02-15 18:23:29,0.002s,PASSED
"containsString(response2, nameofListVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:29,2022-02-15 18:23:29,0.001s,PASSED
"listIdVar = getElementPropertyValue(response2, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:29,2022-02-15 18:23:29,0.016s,PASSED
"for ([i = 0, i < 3, (i++)])",,,,2022-02-15 18:23:29,2022-02-15 18:23:33,3.084s,PASSED
"verifyResponseStatusCode(response3, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:33,2022-02-15 18:23:33,0.001s,PASSED
"idCardVar = getElementPropertyValue(response3, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:33,2022-02-15 18:23:33,0.014s,PASSED
"response4 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar2]))",,,,2022-02-15 18:23:33,2022-02-15 18:23:33,0.862s,PASSED
"verifyResponseStatusCode(response4, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:33,2022-02-15 18:23:33,0.000s,PASSED
"idBoardMovedToVar = getElementPropertyValue(response4, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:33,2022-02-15 18:23:33,0.000s,PASSED
"containsString(response4, boardNameVar2, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:33,2022-02-15 18:23:33,0.000s,PASSED
"response5 = sendRequest(findTestObject(""Trello/List/Create a new list"", [""urlList"":url_List, ""nameofList"":nameofListVar1, ""idBoard"":idBoardMovedToVar]))",,,,2022-02-15 18:23:33,2022-02-15 18:23:34,0.922s,PASSED
"verifyResponseStatusCode(response5, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:34,2022-02-15 18:23:34,0.000s,PASSED
"containsString(response5, nameofListVar1, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:34,2022-02-15 18:23:34,0.000s,PASSED
"idList1Var = getElementPropertyValue(response5, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:34,2022-02-15 18:23:34,0.016s,PASSED
"response6 = sendRequest(findTestObject(""Object Repository/Trello/Move all Cards in a List"", [""urlList"":url_List, ""idOldList"":listIdVar, ""idList1"":idList1Var, ""idNewBoard"":idBoardMovedToVar]))",,,,2022-02-15 18:23:34,2022-02-15 18:23:36,1.393s,PASSED
"verifyResponseStatusCode(response6, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:36,2022-02-15 18:23:36,0.001s,PASSED
,,,,,,,
Test Cases/Trello Api Automation/TC16 Create a CustomField,,,,2022-02-15 18:23:36,2022-02-15 18:23:38,2.263s,FAILED
"boardNameVar = ""Create a Custom Field on Board """,,,,2022-02-15 18:23:36,2022-02-15 18:23:36,0.000s,PASSED
"response1 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar]))",,,,2022-02-15 18:23:36,2022-02-15 18:23:37,0.679s,PASSED
"verifyResponseStatusCode(response1, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:37,2022-02-15 18:23:37,0.012s,FAILED
"idBoardVar = getElementPropertyValue(response1, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:37,2022-02-15 18:23:37,0.002s,PASSED
board_response = response1.getResponseText(),,,,2022-02-15 18:23:37,2022-02-15 18:23:37,0.000s,PASSED
"println(""
	"" + board_response + ""
	"")",,,,2022-02-15 18:23:37,2022-02-15 18:23:37,0.000s,PASSED
"containsString(response1, boardNameVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:37,2022-02-15 18:23:37,0.000s,FAILED
"response2 = sendRequest(findTestObject(""Trello/Custom Field/Create a Custom field"", [""idBoard"":idBoardVar]))",,,,2022-02-15 18:23:37,2022-02-15 18:23:37,0.659s,PASSED
"idCustomVar = getElementPropertyValue(response2, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:37,2022-02-15 18:23:37,0.001s,PASSED
Data = response2.getResponseText(),,,,2022-02-15 18:23:37,2022-02-15 18:23:37,0.000s,PASSED
"print(""
	"" + Data + ""
	"")",,,,2022-02-15 18:23:37,2022-02-15 18:23:37,0.000s,PASSED
"response3 = sendRequest(findTestObject(""Object Repository/Trello/Custom Field/Get data from CustomField"", [""idCustom"":idCustomVar]))",,,,2022-02-15 18:23:37,2022-02-15 18:23:38,0.641s,PASSED
Data = response3.getResponseText(),,,,2022-02-15 18:23:38,2022-02-15 18:23:38,0.000s,PASSED
"print(""
	"" + Data + ""
	"")",,,,2022-02-15 18:23:38,2022-02-15 18:23:38,0.000s,PASSED
,,,,,,,
Test Cases/Trello Api Automation/TC17 Update emailPosition Pref on a Board,,,,2022-02-15 18:23:38,2022-02-15 18:23:40,2.453s,FAILED
"boardNameVar = ""Update Pref1""",,,,2022-02-15 18:23:38,2022-02-15 18:23:38,0.000s,PASSED
"response1 = sendRequest(findTestObject(""Trello/Board Creation"", [""urlBoard"":url_Board, ""boardName"":boardNameVar]))",,,,2022-02-15 18:23:38,2022-02-15 18:23:39,0.683s,PASSED
"verifyResponseStatusCode(response1, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:39,2022-02-15 18:23:39,0.000s,FAILED
"idBoardVar = getElementPropertyValue(response1, ""id"", CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:39,2022-02-15 18:23:39,0.015s,PASSED
board_response = response1.getResponseText(),,,,2022-02-15 18:23:39,2022-02-15 18:23:39,0.000s,PASSED
"println(""
	"" + board_response + ""
	"")",,,,2022-02-15 18:23:39,2022-02-15 18:23:39,0.000s,PASSED
"containsString(response1, boardNameVar, false, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:39,2022-02-15 18:23:39,0.016s,FAILED
"response2 = sendRequest(findTestObject(""Trello/Update Pref/Update emailPosition Pref"", [""idBoard"":idBoardVar]))",,,,2022-02-15 18:23:39,2022-02-15 18:23:40,0.781s,PASSED
"verifyResponseStatusCode(response2, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:40,2022-02-15 18:23:40,0.012s,FAILED
"response3 = sendRequest(findTestObject(""Object Repository/Trello/Update Pref/Update showSidebar Pref on a Board"", [""idBoard"":idBoardVar]))",,,,2022-02-15 18:23:40,2022-02-15 18:23:40,0.725s,PASSED
"verifyResponseStatusCode(response3, 200, CONTINUE_ON_FAILURE)",,,,2022-02-15 18:23:40,2022-02-15 18:23:40,0.001s,FAILED
